edad,acostumbra_leer,lee_libros,lee_revistas,lee_periodicos,lee_historietas,lee_sitios_web_blogs,formato_libro_digital,formato_libro_impreso,formato_revista_digital,formato_revista_impresa,formato_periodico_digital,formato_periodico_impreso,minutos_lectura_continua,comprension_lectura,motivo_no_leer,libros_en_casa_niñez,anio
59,Sí,Sí,Sí,Sí,Sí,Sí,No,Sí,No,Sí,Sí,No,60,La mayor parte,NA,No,2019
28,Sí,Sí,No,No,No,No,No,Sí,NA,NA,NA,NA,20,La mitad,NA,Sí,2019
58,Sí,Sí,No,No,No,Sí,No,Sí,NA,NA,NA,NA,15,Toda,NA,No,2019
47,Sí,No,No,No,No,Sí,NA,NA,NA,NA,NA,NA,20,La mayor parte,NA,No,2019
62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,2019
24,Sí,Sí,Sí,No,No,Sí,Sí,Sí,No,Sí,NA,NA,60,La mayor parte,NA,Sí,2019
25,Sí,Sí,Sí,No,Sí,No,No,Sí,No,Sí,NA,NA,30,La mitad,NA,Sí,2019
28,No,No,No,No,No,Sí,NA,NA,NA,NA,NA,NA,3,La mayor parte,NA,Sí,2019
29,Sí,Sí,Sí,No,Sí,No,No,Sí,No,Sí,NA,NA,30,La mayor parte,NA,Sí,2019
37,Sí,Sí,Sí,No,No,No,No,Sí,No,Sí,NA,NA,40,La mayor parte,NA,Sí,2019
33,No,No,No,No,No,Sí,NA,NA,NA,NA,NA,NA,60,Toda,NA,Sí,2019
41,Sí,No,No,No,No,Sí,NA,NA,NA,NA,NA,NA,10,La mitad,NA,Sí,2019
42,Sí,No,Sí,No,No,Sí,NA,NA,No,Sí,NA,NA,30,La mayor parte,NA,Sí,2019
63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,2019
29,No,No,Sí,No,No,Sí,NA,NA,No,Sí,NA,NA,60,La mitad,NA,Sí,2019
39,No,No,No,Sí,No,Sí,NA,NA,NA,NA,No,Sí,10,La mitad,NA,No,2019
51,Sí,Sí,Sí,No,No,Sí,Sí,No,Sí,No,NA,NA,30,La mayor parte,NA,Sí,2019
23,No,Sí,No,No,Sí,Sí,No,Sí,NA,NA,NA,NA,30,La mitad,NA,Sí,2019
31,Sí,Sí,No,No,No,Sí,No,Sí,NA,NA,NA,NA,10,La mayor parte,NA,No,2019
54,Sí,Sí,No,No,No,No,No,Sí,NA,NA,NA,NA,20,La mitad,NA,No,2019
19,Sí,Sí,Sí,No,No,Sí,No,Sí,No,Sí,NA,NA,60,La mayor parte,NA,Sí,2019
26,No,No,Sí,No,No,No,NA,NA,No,Sí,NA,NA,5,La mayor parte,NA,Sí,2019
59,Sí,No,Sí,No,No,No,NA,NA,No,Sí,NA,NA,5,Poca,NA,Sí,2019
24,No,No,Sí,Sí,No,No,NA,NA,No,Sí,No,Sí,15,La mayor parte,NA,Sí,2019
33,No,No,No,Sí,No,No,NA,NA,NA,NA,Sí,No,30,La mitad,NA,Sí,2019
55,Sí,Sí,Sí,Sí,No,No,No,Sí,No,Sí,No,Sí,60,La mayor parte,NA,Sí,2019
31,Sí,Sí,Sí,No,Sí,Sí,No,Sí,No,Sí,NA,NA,30,La mayor parte,NA,Sí,2019
65,No,No,No,No,No,No,NA,NA,NA,NA,NA,NA,0,NA,Falta de interés/gusto,No recuerda,2019
37,Sí,Sí,No,Sí,No,Sí,No,Sí,NA,NA,No,Sí,30,La mayor parte,NA,No,2019
24,Sí,Sí,No,Sí,No,No,No,Sí,NA,NA,No,Sí,60,Toda,NA,Sí,2019
31,No,Sí,Sí,No,No,Sí,No,Sí,No,Sí,NA,NA,60,Toda,NA,Sí,2019
25,Sí,Sí,Sí,No,No,Sí,Sí,No,No,Sí,NA,NA,120,Toda,NA,Sí,2019
28,No,No,No,Sí,No,Sí,NA,NA,NA,NA,Sí,No,30,Toda,NA,Sí,2019
24,Sí,Sí,Sí,No,No,Sí,No,Sí,No,Sí,NA,NA,30,La mayor parte,NA,Sí,2019
36,No,No,No,No,No,No,NA,NA,NA,NA,NA,NA,0,NA,Falta de interés/gusto,No,2019
26,No,No,No,No,No,No,NA,NA,NA,NA,NA,NA,0,NA,Falta de interés/gusto,Sí,2019
21,Sí,Sí,No,No,No,Sí,No,Sí,NA,NA,NA,NA,90,La mayor parte,NA,Sí,2019
47,No,No,No,Sí,No,No,NA,NA,NA,NA,Sí,No,20,Toda,NA,No,2019
43,No,No,No,Sí,No,No,NA,NA,NA,NA,No,Sí,20,La mitad,NA,No,2019
59,No,No,No,No,No,No,NA,NA,NA,NA,NA,NA,0,NA,Falta de interés/gusto,No recuerda,2019
26,No,No,Sí,No,No,No,NA,NA,No,Sí,NA,NA,15,La mayor parte,NA,Sí,2019
45,Sí,Sí,No,Sí,No,No,No,Sí,NA,NA,Sí,No,60,Toda,NA,No,2019
42,Sí,Sí,Sí,Sí,No,No,Sí,No,Sí,No,Sí,No,60,La mitad,NA,Sí,2019
58,Sí,No,No,Sí,No,No,NA,NA,NA,NA,No,Sí,10,Toda,NA,No,2019
77,Sí,Sí,No,No,No,No,No,Sí,NA,NA,NA,NA,30,Poca,NA,No,2019
33,Sí,Sí,No,No,No,No,Sí,No,NA,NA,NA,NA,60,La mitad,NA,Sí,2019
23,Sí,Sí,No,Sí,No,Sí,No,Sí,NA,NA,Sí,No,30,La mayor parte,NA,Sí,2019
75,Sí,Sí,Sí,No,No,No,No,Sí,No,Sí,NA,NA,60,La mitad,NA,Sí,2019
32,Sí,No,No,Sí,No,No,NA,NA,NA,NA,No,Sí,15,Poca,NA,Sí,2019
49,No,Sí,No,No,No,No,No,Sí,NA,NA,NA,NA,15,Toda,NA,No,2019
40,Sí,Sí,No,No,No,Sí,No,Sí,NA,NA,NA,NA,20,La mayor parte,NA,No,2019
24,No,No,Sí,Sí,No,No,NA,NA,No,Sí,No,Sí,10,Poca,NA,Sí,2019
23,Sí,No,No,Sí,No,Sí,NA,NA,NA,NA,No,Sí,30,Toda,NA,Sí,2019
44,No,Sí,No,No,No,No,No,Sí,NA,NA,NA,NA,20,Toda,NA,No,2019
51,No,No,No,No,No,No,NA,NA,NA,NA,NA,NA,0,NA,Falta de tiempo,No,2019
40,No,No,No,No,No,No,NA,NA,NA,NA,NA,NA,0,NA,Falta de interés/gusto,No,2019
29,Sí,Sí,No,No,Sí,Sí,No,Sí,NA,NA,NA,NA,30,Toda,NA,Sí,2019
24,No,No,No,Sí,No,No,NA,NA,NA,NA,No,Sí,10,La mitad,NA,Sí,2019
64,Sí,No,Sí,No,No,No,NA,NA,No,Sí,NA,NA,30,La mitad,NA,No,2019
63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,2019
25,Sí,Sí,No,No,No,Sí,Sí,No,NA,NA,NA,NA,60,La mayor parte,NA,No,2019
48,No,No,No,No,No,No,NA,NA,NA,NA,NA,NA,0,NA,Falta de tiempo,No recuerda,2019
72,No,No,No,No,No,No,NA,NA,NA,NA,NA,NA,0,NA,Problemas de salud,No,2019
25,Sí,Sí,No,No,No,Sí,Sí,No,NA,NA,NA,NA,120,La mayor parte,NA,Sí,2019
33,No,No,No,Sí,No,Sí,NA,NA,NA,NA,No,Sí,15,La mitad,NA,No,2019
80,No,No,No,No,No,No,NA,NA,NA,NA,NA,NA,0,NA,Falta de interés/gusto,No,2019
42,No,No,Sí,Sí,No,Sí,NA,NA,No,Sí,No,Sí,20,La mitad,NA,No,2019
38,No,No,No,No,No,No,NA,NA,NA,NA,NA,NA,0,NA,Falta de tiempo,No,2019
32,Sí,Sí,Sí,Sí,No,No,No,Sí,No,Sí,No,Sí,30,Toda,NA,Sí,2019
46,No,No,Sí,Sí,No,No,NA,NA,No,Sí,No,Sí,20,La mayor parte,NA,Sí,2019
46,No,No,No,Sí,No,No,NA,NA,NA,NA,No,Sí,15,La mayor parte,NA,Sí,2019
66,Sí,No,Sí,No,No,No,NA,NA,No,Sí,NA,NA,20,La mayor parte,NA,No,2019
53,Sí,Sí,No,Sí,No,No,No,Sí,NA,NA,No,Sí,90,Toda,NA,Sí,2019
81,No,No,No,No,No,No,NA,NA,NA,NA,NA,NA,0,NA,Falta de interés/gusto,No,2019
70,Sí,No,No,Sí,No,No,NA,NA,NA,NA,No,Sí,30,La mayor parte,NA,No recuerda,2019
42,Sí,Sí,No,No,No,Sí,No,Sí,NA,NA,NA,NA,120,La mayor parte,NA,Sí,2019
55,No,No,No,No,No,No,NA,NA,NA,NA,NA,NA,0,NA,Falta de interés/gusto,No recuerda,2019
58,Sí,No,No,No,No,No,NA,NA,NA,NA,NA,NA,0,NA,Falta de tiempo,No recuerda,2019
45,Sí,Sí,No,No,No,No,No,Sí,NA,NA,NA,NA,120,La mayor parte,NA,Sí,2019
40,Sí,Sí,Sí,Sí,No,Sí,No,Sí,No,Sí,No,Sí,40,Toda,NA,Sí,2019
49,Sí,Sí,Sí,Sí,No,Sí,No,Sí,No,Sí,No,Sí,60,Toda,NA,Sí,2019
46,Sí,Sí,Sí,No,No,Sí,Sí,No,Sí,No,NA,NA,40,Toda,NA,Sí,2019
63,No,No,Sí,Sí,No,No,NA,NA,No,Sí,No,Sí,20,La mayor parte,NA,Sí,2019
41,Sí,Sí,No,Sí,No,Sí,No,Sí,NA,NA,Sí,No,60,Toda,NA,Sí,2019
56,No,No,Sí,No,No,No,NA,NA,No,Sí,NA,NA,30,La mitad,NA,Sí,2019
29,Sí,Sí,Sí,Sí,No,Sí,No,Sí,No,Sí,Sí,No,60,La mayor parte,NA,Sí,2019
38,Sí,No,Sí,Sí,No,Sí,NA,NA,No,Sí,No,Sí,35,La mayor parte,NA,Sí,2019
25,Sí,Sí,Sí,Sí,No,No,No,Sí,No,Sí,No,Sí,45,La mayor parte,NA,Sí,2019
64,No,No,No,No,No,No,NA,NA,NA,NA,NA,NA,0,NA,Falta de tiempo,Sí,2019
64,No,No,Sí,No,No,No,NA,NA,No,Sí,NA,NA,30,La mayor parte,NA,Sí,2019
60,Sí,No,No,Sí,No,No,NA,NA,NA,NA,No,Sí,35,La mayor parte,NA,No,2019
45,No,No,No,No,No,No,NA,NA,NA,NA,NA,NA,0,NA,Falta de interés/gusto,No,2019
48,Sí,No,No,Sí,No,No,NA,NA,NA,NA,No,Sí,20,La mayor parte,NA,No,2019
43,Sí,Sí,Sí,Sí,No,No,No,Sí,No,Sí,No,Sí,90,Toda,NA,Sí,2019
35,Sí,Sí,Sí,Sí,No,Sí,No,Sí,No,Sí,No,Sí,30,La mayor parte,NA,Sí,2019
24,Sí,Sí,Sí,Sí,No,Sí,No,Sí,No,Sí,No,Sí,30,La mayor parte,NA,Sí,2019
71,No,No,No,No,No,No,NA,NA,NA,NA,NA,NA,0,NA,Problemas de salud,No,2019
33,No,No,Sí,Sí,No,Sí,NA,NA,No,Sí,No,Sí,30,La mayor parte,NA,Sí,2019
27,Sí,Sí,Sí,No,No,Sí,No,Sí,No,Sí,NA,NA,120,La mayor parte,NA,Sí,2019
46,No,No,Sí,No,No,Sí,NA,NA,No,Sí,NA,NA,30,Poca,NA,Sí,2019
95,Sí,Sí,No,Sí,No,No,No,Sí,NA,NA,No,Sí,120,La mayor parte,NA,Sí,2019
44,Sí,Sí,Sí,No,No,Sí,No,Sí,No,Sí,NA,NA,45,La mayor parte,NA,Sí,2019
31,No,No,No,No,No,No,NA,NA,NA,NA,NA,NA,0,NA,Falta de interés/gusto,Sí,2019
25,Sí,No,Sí,No,No,Sí,NA,NA,No,Sí,NA,NA,50,La mayor parte,NA,Sí,2019
24,Sí,No,Sí,No,No,Sí,NA,NA,No,Sí,NA,NA,25,La mayor parte,NA,Sí,2019
22,Sí,No,No,No,No,Sí,NA,NA,NA,NA,NA,NA,50,La mayor parte,NA,Sí,2019
29,Sí,No,No,Sí,No,No,NA,NA,NA,NA,No,Sí,30,La mayor parte,NA,Sí,2019
35,No,No,Sí,No,No,No,NA,NA,No,Sí,NA,NA,30,La mayor parte,NA,Sí,2019
32,No,No,No,Sí,No,No,NA,NA,NA,NA,No,Sí,20,La mayor parte,NA,Sí,2019
34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,2019
57,No,No,No,No,No,No,NA,NA,NA,NA,NA,NA,0,NA,Falta de tiempo,No,2019
45,Sí,No,No,Sí,No,No,NA,NA,NA,NA,No,Sí,40,Toda,NA,Sí,2019
29,Sí,No,Sí,Sí,No,Sí,NA,NA,Sí,No,No,Sí,60,Toda,NA,Sí,2019
54,No,No,No,No,No,No,NA,NA,NA,NA,NA,NA,0,NA,Falta de interés/gusto,Sí,2019
37,No,No,No,Sí,No,No,NA,NA,NA,NA,No,Sí,15,La mayor parte,NA,Sí,2019
63,No,No,Sí,Sí,No,No,NA,NA,No,Sí,No,Sí,30,La mitad,NA,Sí,2019
49,Sí,Sí,Sí,No,No,No,No,Sí,Sí,No,NA,NA,60,Toda,NA,Sí,2019
28,Sí,No,No,Sí,No,Sí,NA,NA,NA,NA,No,Sí,30,La mayor parte,NA,Sí,2019
53,Sí,Sí,Sí,Sí,No,Sí,Sí,Sí,No,Sí,No,Sí,120,Toda,NA,Sí,2019
40,No,No,No,Sí,No,No,NA,NA,NA,NA,No,Sí,10,Poca,NA,No,2019
44,No,No,Sí,No,No,No,NA,NA,No,Sí,NA,NA,15,La mitad,NA,Sí,2019
44,No,No,No,No,No,No,NA,NA,NA,NA,NA,NA,0,NA,Falta de tiempo,Sí,2019
35,Sí,No,No,Sí,No,Sí,NA,NA,NA,NA,No,Sí,30,La mitad,NA,Sí,2019
75,No,No,No,No,No,No,NA,NA,NA,NA,NA,NA,0,NA,Problemas de salud,Sí,2019
21,Sí,No,Sí,No,No,Sí,NA,NA,Sí,No,NA,NA,60,La mayor parte,NA,Sí,2019
41,Sí,Sí,Sí,Sí,No,Sí,Sí,No,No,Sí,Sí,No,150,La mayor parte,NA,No,2019
75,No,No,No,No,No,No,NA,NA,NA,NA,NA,NA,0,NA,Problemas de salud,Sí,2019
46,No,No,Sí,Sí,No,No,NA,NA,No,Sí,No,Sí,20,Toda,NA,No,2019
45,No,No,No,No,No,No,NA,NA,NA,NA,NA,NA,0,NA,Falta de tiempo,No recuerda,2019
28,No,No,No,No,No,No,NA,NA,NA,NA,NA,NA,0,NA,Falta de tiempo,Sí,2019
74,No,No,No,No,No,No,NA,NA,NA,NA,NA,NA,0,NA,Problemas de salud,No,2019
41,No,No,No,No,No,No,NA,NA,NA,NA,NA,NA,0,NA,Prefiere otras actividades,Sí,2019
77,Sí,No,No,No,No,No,NA,NA,NA,NA,NA,NA,0,NA,Problemas de salud,Sí,2019
60,Sí,Sí,Sí,Sí,No,Sí,No,Sí,No,Sí,Sí,No,120,Toda,NA,Sí,2019
43,Sí,Sí,Sí,Sí,No,Sí,No,Sí,No,Sí,Sí,No,120,La mayor parte,NA,Sí,2019
40,No,No,No,No,No,No,NA,NA,NA,NA,NA,NA,0,NA,Falta de interés/gusto,Sí,2019
21,No,No,No,No,No,No,NA,NA,NA,NA,NA,NA,0,NA,Falta de tiempo,Sí,2019
38,No,No,No,Sí,No,No,NA,NA,NA,NA,No,Sí,20,La mitad,NA,Sí,2019
60,Sí,Sí,Sí,Sí,No,Sí,No,Sí,No,Sí,No,Sí,60,Toda,NA,Sí,2019
50,No,No,No,Sí,No,Sí,NA,NA,NA,NA,No,Sí,10,Poca,NA,No,2019
46,Sí,Sí,No,No,No,Sí,Sí,No,NA,NA,NA,NA,60,La mayor parte,NA,Sí,2019
27,No,No,No,No,No,No,NA,NA,NA,NA,NA,NA,0,NA,Falta de tiempo,No,2019
73,Sí,Sí,No,Sí,No,No,No,Sí,NA,NA,No,Sí,40,Toda,NA,Sí,2019
46,Sí,Sí,No,Sí,No,No,Sí,No,NA,NA,No,Sí,60,La mayor parte,NA,Sí,2019
54,Sí,Sí,No,Sí,No,Sí,Sí,No,NA,NA,No,Sí,60,Toda,NA,Sí,2019
70,No,No,No,No,No,No,NA,NA,NA,NA,NA,NA,0,NA,Problemas de salud,No,2019
54,No,No,No,No,No,No,NA,NA,NA,NA,NA,NA,0,NA,Falta de tiempo,No,2019
53,No,No,No,No,No,No,NA,NA,NA,NA,NA,NA,0,NA,Falta de interés/gusto,No,2019
21,No,No,No,No,No,Sí,NA,NA,NA,NA,NA,NA,20,La mayor parte,NA,No,2019
22,Sí,Sí,No,No,No,Sí,No,Sí,NA,NA,NA,NA,60,La mayor parte,NA,No,2019
42,No,No,No,No,No,No,NA,NA,NA,NA,NA,NA,0,NA,Falta de tiempo,No,2019
50,Sí,No,Sí,Sí,No,No,NA,NA,No,Sí,No,Sí,30,La mayor parte,NA,No,2019
45,No,No,No,No,No,No,NA,NA,NA,NA,NA,NA,0,NA,Falta de tiempo,No,2019
47,No,No,No,No,No,No,NA,NA,NA,NA,NA,NA,0,NA,Falta de tiempo,No,2019
49,No,No,No,Sí,Sí,No,NA,NA,NA,NA,No,Sí,15,La mitad,NA,No,2019
19,Sí,Sí,No,No,No,Sí,Sí,No,NA,NA,NA,NA,60,Toda,NA,Sí,2019
46,Sí,No,Sí,Sí,No,Sí,NA,NA,No,Sí,No,Sí,60,La mayor parte,NA,No,2019
32,Sí,Sí,No,No,No,Sí,Sí,No,NA,NA,NA,NA,60,Toda,NA,No,2019
40,No,No,No,No,No,No,NA,NA,NA,NA,NA,NA,0,NA,Falta de tiempo,No,2019
34,No,No,No,Sí,No,Sí,NA,NA,NA,NA,No,Sí,20,La mayor parte,NA,No,2019
63,No,No,No,No,No,No,NA,NA,NA,NA,NA,NA,0,NA,Falta de interés/gusto,No,2019
64,No,No,No,No,No,No,NA,NA,NA,NA,NA,NA,0,NA,Problemas de salud,No recuerda,2019
70,Sí,No,No,Sí,No,No,NA,NA,NA,NA,No,Sí,30,La mayor parte,NA,No,2019
35,Sí,No,Sí,No,No,Sí,NA,NA,No,Sí,NA,NA,30,La mayor parte,NA,Sí,2019
40,No,No,No,No,No,No,NA,NA,NA,NA,NA,NA,0,NA,Falta de interés/gusto,No,2019
30,No,No,No,Sí,No,Sí,NA,NA,NA,NA,No,Sí,30,La mayor parte,NA,No recuerda,2019
60,No,No,No,No,No,No,NA,NA,NA,NA,NA,NA,0,NA,Falta de interés/gusto,No,2019
48,Sí,No,No,Sí,No,No,NA,NA,NA,NA,No,Sí,30,La mayor parte,NA,Sí,2019
55,Sí,No,Sí,No,No,No,NA,NA,No,Sí,NA,NA,20,La mayor parte,NA,No recuerda,2019
55,No,No,No,No,No,No,NA,NA,NA,NA,NA,NA,0,NA,Falta de tiempo,Sí,2019
67,No,No,No,No,No,No,NA,NA,NA,NA,NA,NA,0,NA,Problemas de salud,Sí,2019
43,No,No,No,No,No,No,NA,NA,NA,NA,NA,NA,0,NA,Falta de tiempo,Sí,2019
44,Sí,No,No,Sí,No,No,NA,NA,NA,NA,No,Sí,40,La mayor parte,NA,Sí,2019
44,No,No,No,No,No,No,NA,NA,NA,NA,NA,NA,0,NA,Falta de tiempo,No,2019
49,No,No,No,No,No,No,NA,NA,NA,NA,NA,NA,0,NA,Falta de interés/gusto,No,2019
39,No,No,No,No,No,No,NA,NA,NA,NA,NA,NA,0,NA,Falta de interés/gusto,No,2019
57,No,No,No,No,No,No,NA,NA,NA,NA,NA,NA,0,NA,Falta de tiempo,No,2019
51,Sí,No,Sí,Sí,No,Sí,NA,NA,No,Sí,No,Sí,30,La mitad,NA,No,2019
53,Sí,Sí,Sí,Sí,No,Sí,No,Sí,No,Sí,No,Sí,30,La mayor parte,NA,No,2019
31,Sí,Sí,Sí,Sí,No,Sí,No,Sí,No,Sí,No,Sí,20,La mayor parte,NA,Sí,2019
38,Sí,Sí,Sí,Sí,No,Sí,No,Sí,No,Sí,No,Sí,30,La mayor parte,NA,Sí,2019
21,Sí,Sí,Sí,No,No,Sí,No,Sí,No,Sí,NA,NA,60,La mayor parte,NA,Sí,2019
56,No,No,Sí,Sí,No,Sí,NA,NA,No,Sí,No,Sí,20,La mitad,NA,Sí,2019
64,No,No,No,Sí,No,No,NA,NA,NA,NA,No,Sí,40,La mitad,NA,Sí,2019
32,No,No,Sí,Sí,No,No,NA,NA,No,Sí,No,Sí,20,La mayor parte,NA,Sí,2019
27,Sí,Sí,Sí,Sí,No,Sí,No,Sí,No,Sí,No,Sí,60,Toda,NA,Sí,2019
49,Sí,Sí,No,No,No,No,No,Sí,NA,NA,NA,NA,20,La mayor parte,NA,No,2019
40,Sí,Sí,Sí,Sí,No,Sí,No,Sí,No,Sí,No,Sí,30,La mayor parte,NA,Sí,2019
31,Sí,Sí,Sí,No,No,Sí,No,Sí,No,Sí,NA,NA,30,La mayor parte,NA,Sí,2019
41,Sí,No,Sí,Sí,No,Sí,NA,NA,No,Sí,No,Sí,20,La mayor parte,NA,No,2019
19,Sí,Sí,Sí,Sí,No,Sí,No,Sí,No,Sí,No,Sí,90,La mayor parte,NA,Sí,2019
69,No,No,No,No,No,No,NA,NA,NA,NA,NA,NA,0,NA,Falta de tiempo,No recuerda,2019
19,No,No,No,No,No,No,NA,NA,NA,NA,NA,NA,0,NA,Falta de tiempo,No,2019
18,No,No,No,No,No,Sí,NA,NA,NA,NA,NA,NA,40,La mayor parte,NA,Sí,2019
37,Sí,No,Sí,Sí,No,Sí,NA,NA,No,Sí,No,Sí,60,La mayor parte,NA,Sí,2019
25,Sí,No,Sí,No,No,Sí,NA,NA,No,Sí,NA,NA,30,La mayor parte,NA,Sí,2019
86,Sí,No,No,Sí,No,No,NA,NA,NA,NA,No,Sí,40,La mitad,NA,No,2019
66,Sí,Sí,Sí,Sí,No,No,No,Sí,No,Sí,No,Sí,90,Toda,NA,Sí,2019
23,No,No,Sí,Sí,No,Sí,NA,NA,No,Sí,No,Sí,20,La mitad,NA,No,2019
82,No,No,No,No,No,No,NA,NA,NA,NA,NA,NA,0,NA,Problemas de salud,No,2019
46,No,No,Sí,Sí,No,No,NA,NA,No,Sí,No,Sí,20,La mayor parte,NA,Sí,2019
45,No,No,Sí,No,No,No,NA,NA,No,Sí,NA,NA,25,La mayor parte,NA,Sí,2019
27,Sí,Sí,Sí,Sí,No,No,No,Sí,No,Sí,No,Sí,30,La mayor parte,NA,Sí,2019
62,No,No,No,No,No,No,NA,NA,NA,NA,NA,NA,0,NA,Problemas de salud,Sí,2019
46,Sí,No,Sí,No,No,No,NA,NA,No,Sí,NA,NA,30,La mayor parte,NA,Sí,2019
45,No,No,No,No,No,No,NA,NA,NA,NA,NA,NA,0,NA,Falta de tiempo,Sí,2019
52,Sí,No,Sí,Sí,No,Sí,NA,NA,No,Sí,No,Sí,35,La mayor parte,NA,Sí,2019
57,Sí,No,No,Sí,No,No,NA,NA,NA,NA,No,Sí,30,La mayor parte,NA,No,2019
41,Sí,No,Sí,Sí,No,Sí,NA,NA,No,Sí,No,Sí,60,La mayor parte,NA,Sí,2019
48,Sí,Sí,Sí,No,No,No,No,Sí,No,Sí,NA,NA,60,Toda,NA,Sí,2019
67,Sí,No,Sí,No,No,No,NA,NA,No,Sí,NA,NA,30,La mayor parte,NA,Sí,2019
58,Sí,No,No,Sí,No,No,NA,NA,NA,NA,No,Sí,20,La mayor parte,NA,No recuerda,2019
45,Sí,No,No,Sí,No,No,NA,NA,NA,NA,No,Sí,30,La mayor parte,NA,No,2019
46,No,No,No,Sí,No,No,NA,NA,NA,NA,No,Sí,30,La mayor parte,NA,No,2019
74,No,No,No,No,No,No,NA,NA,NA,NA,NA,NA,0,NA,Problemas de salud,No,2019
29,Sí,Sí,No,No,No,No,No,Sí,NA,NA,NA,NA,20,La mayor parte,NA,Sí,2019
18,Sí,Sí,No,No,No,Sí,Sí,No,NA,NA,NA,NA,20,La mayor parte,NA,Sí,2019
18,Sí,Sí,No,Sí,No,Sí,No,Sí,NA,NA,No,Sí,30,Toda,NA,Sí,2019
51,Sí,Sí,Sí,No,No,Sí,No,Sí,No,Sí,NA,NA,60,La mayor parte,NA,Sí,2019
23,Sí,Sí,No,No,No,Sí,No,Sí,NA,NA,NA,NA,30,Toda,NA,Sí,2019
19,Sí,Sí,Sí,No,No,Sí,No,Sí,No,Sí,NA,NA,60,La mayor parte,NA,Sí,2019
29,No,No,No,No,No,No,NA,NA,NA,NA,NA,NA,0,NA,Falta de tiempo,No,2019
34,Sí,Sí,Sí,Sí,No,Sí,Sí,No,No,Sí,No,Sí,30,La mayor parte,NA,Sí,2019
35,Sí,Sí,Sí,Sí,No,Sí,No,Sí,No,Sí,Sí,No,60,La mayor parte,NA,Sí,2019
85,Sí,No,Sí,Sí,No,Sí,NA,NA,No,Sí,No,Sí,30,La mayor parte,NA,No,2019
33,Sí,Sí,Sí,No,No,Sí,Sí,No,No,Sí,NA,NA,60,La mayor parte,NA,Sí,2019
76,No,No,No,No,No,No,NA,NA,NA,NA,NA,NA,0,NA,Otro,No,2019
32,No,No,Sí,Sí,No,Sí,NA,NA,No,Sí,No,Sí,20,La mayor parte,NA,Sí,2019
19,Sí,Sí,No,Sí,No,Sí,No,Sí,NA,NA,No,Sí,120,Toda,NA,Sí,2019
66,No,No,No,No,No,Sí,NA,NA,NA,NA,NA,NA,30,La mayor parte,NA,No,2019
48,No,No,No,No,No,No,NA,NA,NA,NA,NA,NA,0,NA,Falta de tiempo,No,2019
45,No,No,No,No,No,No,NA,NA,NA,NA,NA,NA,0,NA,Falta de tiempo,Sí,2019
29,No,No,No,No,No,No,NA,NA,NA,NA,NA,NA,0,NA,Falta de tiempo,Sí,2019
38,No,No,No,Sí,No,No,NA,NA,NA,NA,No,Sí,20,La mayor parte,NA,No recuerda,2019
72,No,No,No,No,No,No,NA,NA,NA,NA,NA,NA,0,NA,Problemas de salud,No,2019
59,Sí,No,No,Sí,No,No,NA,NA,NA,NA,No,Sí,30,La mayor parte,NA,No recuerda,2019
31,Sí,Sí,No,Sí,No,Sí,No,Sí,NA,NA,No,Sí,60,Toda,NA,Sí,2019
29,Sí,Sí,Sí,Sí,No,No,Sí,No,No,Sí,No,Sí,90,Toda,NA,Sí,2019
55,Sí,Sí,Sí,Sí,No,No,No,Sí,No,Sí,No,Sí,40,La mayor parte,NA,Sí,2019
29,Sí,Sí,No,No,No,Sí,No,Sí,NA,NA,NA,NA,30,La mayor parte,NA,Sí,2019
45,No,No,No,No,No,No,NA,NA,NA,NA,NA,NA,0,NA,Falta de tiempo,Sí,2019
63,No,No,No,No,No,No,NA,NA,NA,NA,NA,NA,0,NA,Problemas de salud,No,2019
52,Sí,No,No,Sí,No,No,NA,NA,NA,NA,No,Sí,40,La mayor parte,NA,Sí,2019
20,Sí,No,Sí,No,No,Sí,NA,NA,No,Sí,NA,NA,30,La mayor parte,NA,No,2019
39,Sí,No,Sí,Sí,No,No,NA,NA,No,Sí,No,Sí,30,La mayor parte,NA,Sí,2019
71,Sí,Sí,Sí,Sí,No,No,No,Sí,No,Sí,No,Sí,15,La mitad,NA,Sí,2019
41,No,No,No,Sí,No,No,NA,NA,NA,NA,No,Sí,30,La mayor parte,NA,Sí,2019
26,No,No,Sí,Sí,No,Sí,NA,NA,No,Sí,No,Sí,20,La mitad,NA,No,2019
39,No,No,Sí,Sí,No,Sí,NA,NA,No,Sí,No,Sí,30,La mayor parte,NA,No,2019
70,No,No,Sí,No,No,Sí,NA,NA,No,Sí,NA,NA,15,La mayor parte,NA,Sí,2019
20,Sí,Sí,No,Sí,No,Sí,Sí,No,NA,NA,No,Sí,120,La mayor parte,NA,Sí,2019
74,No,No,No,No,No,No,NA,NA,NA,NA,NA,NA,0,NA,Falta de interés/gusto,No recuerda,2019
58,No,No,No,No,No,No,NA,NA,NA,NA,NA,NA,0,NA,Falta de interés/gusto,No recuerda,2019
